Incident_Date,Aircaft_Damage_Type,Time,Onboard_Total,Fatalities,Aircraft_Brand,Operator_Main,Engine_Brand,Aircraft_Age,City,lat,lng,incident_dt,weather_time_utc,temp_2m,rh_2m,dewpoint_2m,cloudcover,windspeed_10m,winddir_10m,surface_pressure,precipitation,rain,showers,snowfall,snow_depth,precipitation_probability
1989-12-26,Destroyed,22:30,6.0,6,British,United Express,Garrett,2.0,Pasco,46.2506,-119.1305,1989-12-26 22:30:00,1989-12-26 22:00:00,0.7,86.0,-1.5,100.0,5.7,342.0,1011.9,0.0,0.0,0.0,0.0,0.0,
1988-10-19,Destroyed,6:53,135.0,133,Boeing,Indian Airlines,Pratt Whitney,,Ahmedabad,23.0225,72.5714,1988-10-19 06:53:00,1988-10-19 06:00:00,29.3,67.0,22.6,10.0,5.5,191.0,1004.5,0.0,0.0,0.0,0.0,0.0,
1987-04-04,Damaged beyond repair,ca. 14:40,45.0,23,McDonnell,Garuda,Pratt Whitney,11.0,Medan,3.5894,98.6739,1987-04-04 12:00:00,1987-04-04 12:00:00,25.1,94.0,24.0,100.0,6.2,277.0,1006.1,0.1,0.1,0.0,0.0,0.0,
1987-12-14,Destroyed,13:58,8.0,0,British,Northwest Airlink,Garrett,1.0,Joplin,37.0757,-94.5018,1987-12-14 13:58:00,1987-12-14 13:00:00,-0.3,92.0,-1.5,100.0,16.1,39.0,978.3,3.0,2.3,0.0,0.49,0.04,
1987-12-17,Substantial,19:36,8.0,0,Swearingen,AVAir,Garrett,9.0,Washington,38.9047,-77.0163,1987-12-17 19:36:00,1987-12-17 19:00:00,4.3,45.0,-6.5,99.0,24.7,314.0,1014.9,0.0,0.0,0.0,0.0,0.0,
1986-05-16,Substantial,10:42,9.0,0,Beechcraft,Centennial Airlines,,3.0,Laramie,41.3099,-105.6085,1986-05-16 10:42:00,1986-05-16 10:00:00,1.5,99.0,1.4,100.0,9.5,349.0,780.6,1.2,0.5,0.0,0.49,0.02,
1986-09-14,Damaged beyond repair,3:10,1.0,1,Britten-Norman,Kondair,Lycoming,10.0,Amsterdam,52.3728,4.8936,1986-09-14 03:10:00,1986-09-14 03:00:00,13.9,95.0,13.2,99.0,21.3,210.0,1000.8,0.3,0.3,0.0,0.0,0.0,
1986-12-15,Damaged beyond repair,,44.0,6,Antonov,CAAC,Ivchenko,13.0,Lanzhou,36.0606,103.8268,1986-12-15 12:00:00,1986-12-15 12:00:00,-3.1,80.0,-6.1,98.0,7.3,57.0,849.2,0.1,0.0,0.0,0.07,0.01,
1985-03-28,Destroyed,ca 09:50,46.0,46,Fokker,SATENA,,,Florencia,1.6139,-75.6128,1985-03-28 12:00:00,1985-03-28 12:00:00,20.8,100.0,20.7,100.0,2.3,219.0,981.7,0.0,0.0,0.0,0.0,0.0,
1983-01-11,Destroyed,,5.0,5,Rockwell,Sun Oil Co,Garrett,2.0,Toronto,43.7417,-79.3733,1983-01-11 12:00:00,1983-01-11 12:00:00,3.5,89.0,1.9,99.0,15.3,221.0,979.4,0.0,0.0,0.0,0.0,0.0,
1982-02-01,Destroyed,0:45,7.0,0,Beechcraft,Pilgrim Airlines,Pratt Whitney,13.0,Groton,42.6137,-71.5614,1982-02-01 00:45:00,1982-02-01 00:00:00,-1.4,82.0,-4.1,100.0,16.1,74.0,1009.1,0.2,0.2,0.0,0.0,0.47,
1980-04-27,Damaged beyond repair,6:55,53.0,44,Hawker,Thai Airways,,16.0,Bangkok,13.7525,100.4942,1980-04-27 06:55:00,1980-04-27 06:00:00,34.2,53.0,23.2,55.0,15.7,171.0,1008.5,0.1,0.1,0.0,0.0,0.0,
1980-05-11,Damaged beyond repair,,3.0,0,Boeing,Sabena,Pratt Whitney,15.0,Douala,4.05,9.7,1980-05-11 12:00:00,1980-05-11 12:00:00,26.6,92.0,25.3,98.0,3.4,238.0,1011.6,3.1,3.1,0.0,0.0,0.0,
1979-01-15,Destroyed,,14.0,13,Antonov,Aeroflot,,14.0,Minsk,53.9006,27.5586,1979-01-15 12:00:00,1979-01-15 12:00:00,-4.0,92.0,-5.1,100.0,33.2,72.0,994.4,0.0,0.0,0.0,0.0,0.45,
1979-03-14,Damaged beyond repair,ca 23:40,64.0,45,Boeing,Alia,Pratt Whitney,,Doha,25.2867,51.5333,1979-03-14 12:00:00,1979-03-14 12:00:00,22.6,80.0,19.0,47.0,24.0,114.0,1007.9,0.0,0.0,0.0,0.0,0.0,
1979-10-25,Damaged beyond repair,15:20,51.0,0,Vickers,Alidair,,24.0,Kirkwall,58.981,-2.96,1979-10-25 15:20:00,1979-10-25 15:00:00,10.2,87.0,8.1,100.0,66.7,137.0,1006.5,0.0,0.0,0.0,0.0,0.0,
1977-01-15,Destroyed,9:05,22.0,22,Vickers,Linjeflyg,Rolls-Royce,,Stockholm,59.3275,18.0547,1977-01-15 09:05:00,1977-01-15 09:00:00,1.0,90.0,-0.4,100.0,18.7,140.0,1014.7,0.2,0.0,0.0,0.14,0.33,
1976-06-23,Damaged beyond repair,17:12,106.0,0,McDonnell,Allegheny Airlines,Pratt Whitney,7.0,Philadelphia,40.0077,-75.1339,1976-06-23 17:12:00,1976-06-23 17:00:00,25.3,74.0,20.4,49.0,7.2,180.0,1018.7,0.1,0.1,0.0,0.0,0.0,
1976-12-12,Damaged beyond repair,23:26,10.0,4,de,Allegheny Commuter,Pratt Whitney,7.0,Wildwood,38.58,-90.6698,1976-12-12 23:26:00,1976-12-12 23:00:00,1.4,73.0,-3.0,31.0,13.1,323.0,992.9,0.0,0.0,0.0,0.0,0.01,
1975-02-23,Damaged beyond repair,19:53,2.0,1,Rockwell,General Motors,General Electric,,Pontiac,42.6493,-83.2878,1975-02-23 19:53:00,1975-02-23 19:00:00,3.4,87.0,1.4,100.0,14.5,7.0,971.5,0.0,0.0,0.0,0.0,0.08,
1975-06-24,Destroyed,16:05,124.0,113,Boeing,Eastern Air Lines,Pratt Whitney,,New York,40.6943,-73.9249,1975-06-24 16:05:00,1975-06-24 16:00:00,30.3,61.0,22.0,8.0,8.8,289.0,1018.5,0.0,0.0,0.0,0.0,0.0,
1975-07-11,Damaged beyond repair,23:55,9.0,0,Grumman,Collins Radio,,10.0,Dallas,32.7935,-96.7667,1975-07-11 23:55:00,1975-07-11 23:00:00,32.2,30.0,12.2,18.0,9.4,43.0,994.2,0.0,0.0,0.0,0.0,0.0,
1974-01-30,Destroyed,23:41 AST,101.0,97,Boeing,Pan Am,Pratt Whitney,7.0,Pago Pago,-14.274,-170.7046,1974-01-30 12:00:00,1974-01-30 12:00:00,26.9,75.0,22.0,97.0,44.6,26.0,1005.4,0.6,0.6,0.0,0.0,,
1974-03-07,Damaged beyond repair,,,0,Douglas,Air Zaire,,27.0,Gemena,3.25,19.7667,1974-03-07 12:00:00,1974-03-07 12:00:00,30.6,62.0,22.5,17.0,7.0,125.0,962.3,0.0,0.0,0.0,0.0,0.0,
1974-05-06,Damaged beyond repair,22:21,3.0,3,Douglas,Fragtflug,Pratt Whitney,21.0,Nuremberg,49.4539,11.0775,1974-05-06 22:21:00,1974-05-06 22:00:00,3.8,82.0,1.0,97.0,12.9,293.0,978.8,0.0,0.0,0.0,0.0,0.0,
1974-05-31,Damaged beyond repair,18:22,34.0,0,Fokker,East West Airlines,,7.0,Bathurst,-33.42,149.5778,1974-05-31 18:22:00,1974-05-31 18:00:00,6.9,99.0,6.8,86.0,6.5,124.0,941.9,0.0,0.0,0.0,0.0,0.0,
1973-01-02,Destroyed,1:34,5.0,5,Boeing,Pacific Western,Pratt Whitney,9.0,Edmonton,53.5344,-113.4903,1973-01-02 01:34:00,1973-01-02 01:00:00,-1.7,81.0,-4.6,100.0,11.4,193.0,920.3,0.2,0.2,0.0,0.0,0.25,
1973-03-03,Damaged beyond repair,12:45,25.0,25,Ilyushin,Balkan Bulgarian,Ivchenko,11.0,Moskva,37.6567,69.6292,1973-03-03 12:45:00,1973-03-03 12:00:00,16.5,41.0,3.1,0.0,3.4,122.0,956.6,0.0,0.0,0.0,0.0,0.0,
1973-05-31,Destroyed,21:58,65.0,48,Boeing,Indian Airlines,Pratt Whitney,,Delhi,28.61,77.23,1973-05-31 21:58:00,1973-05-31 21:00:00,27.7,42.0,13.6,25.0,4.3,114.0,976.9,0.0,0.0,0.0,0.0,0.0,
1973-11-27,Damaged beyond repair,18:51,79.0,0,McDonnell,Delta Air Lines,Pratt Whitney,6.0,Chattanooga,35.066,-85.2481,1973-11-27 18:51:00,1973-11-27 18:00:00,20.6,96.0,19.9,99.0,17.8,194.0,986.6,1.3,1.3,0.0,0.0,0.0,
1973-12-17,Damaged beyond repair,15:43,168.0,0,McDonnell,Iberia,General Electric,0.0,Boston,42.3188,-71.0852,1973-12-17 15:43:00,1973-12-17 15:00:00,2.2,97.0,1.8,100.0,7.1,210.0,993.6,4.7,4.7,0.0,0.0,0.06,
1972-05-04,Destroyed,23:34,18.0,18,Yakovlev,Aeroflot,Ivchenko,2.0,Bratsk,56.1167,101.6,1972-05-04 23:34:00,1972-05-04 23:00:00,-2.1,67.0,-7.5,2.0,13.3,270.0,954.9,0.0,0.0,0.0,0.0,0.01,
1972-05-21,Damaged beyond repair,,25.0,22,Fokker,DTA,,2.0,Lobito,-12.35,13.5464,1972-05-21 12:00:00,1972-05-21 12:00:00,29.5,71.0,23.6,40.0,16.4,308.0,1010.0,0.0,0.0,0.0,0.0,0.0,
1971-01-02,Damaged beyond repair,,16.0,16,de,UAA,,11.0,Tripoli,32.8872,13.1914,1971-01-02 12:00:00,1971-01-02 12:00:00,19.5,43.0,6.6,26.0,37.2,251.0,1003.8,0.0,0.0,0.0,0.0,0.0,
1971-01-04,Damaged beyond repair,18:32,2.0,0,Douglas,FAA,Pratt Whitney,27.0,New York,40.6943,-73.9249,1971-01-04 18:32:00,1971-01-04 18:00:00,3.7,88.0,1.8,100.0,15.0,125.0,1016.6,0.8,0.8,0.0,0.0,0.17,
1971-01-22,Damaged beyond repair,21:36,13.0,13,Antonov,Aeroflot,Ivchenko,5.0,Surgut,61.25,73.4333,1971-01-22 21:36:00,1971-01-22 21:00:00,-20.0,79.0,-22.8,97.0,10.5,16.0,1019.3,0.0,0.0,0.0,0.0,1.03,
1971-01-31,Damaged beyond repair,,7.0,7,Antonov,Aeroflot,Ivchenko,1.0,Surgut,61.25,73.4333,1971-01-31 12:00:00,1971-01-31 12:00:00,-5.8,92.0,-6.9,98.0,7.7,242.0,1027.9,0.0,0.0,0.0,0.0,0.86,
1971-03-31,Damaged beyond repair,6:33,5.0,5,Boeing,Western Air Lines,Pratt Whitney,,Ontario,34.0393,-117.6064,1971-03-31 06:33:00,1971-03-31 06:00:00,12.9,78.0,9.1,0.0,6.9,129.0,982.4,0.0,0.0,0.0,0.0,0.0,
1971-06-07,Destroyed,9:49,31.0,28,Convair,Allegheny Airlines,Allison,15.0,New Haven,41.3113,-72.9246,1971-06-07 09:49:00,1971-06-07 09:00:00,15.5,93.0,14.4,39.0,6.8,270.0,1011.1,0.0,0.0,0.0,0.0,0.0,
1971-11-13,Damaged beyond repair,8:19,11.0,6,Antonov,Aeroflot,,1.0,Kerch,45.3619,36.4711,1971-11-13 08:19:00,1971-11-13 08:00:00,11.9,84.0,9.3,57.0,9.0,241.0,1010.6,0.0,0.0,0.0,0.0,0.0,
1971-12-01,Damaged beyond repair,21:48,57.0,57,Antonov,Aeroflot,,6.0,Saratov,51.53,46.035,1971-12-01 21:48:00,1971-12-01 21:00:00,-0.7,88.0,-2.5,100.0,8.4,70.0,1016.4,0.0,0.0,0.0,0.0,0.0,
1970-01-25,Destroyed,19:13,23.0,1,Fokker,Royal Nepal Airlines,,5.0,Delhi,28.61,77.23,1970-01-25 19:13:00,1970-01-25 19:00:00,13.6,92.0,12.3,36.0,8.7,114.0,985.0,0.0,0.0,0.0,0.0,0.0,
1970-02-10,Damaged beyond repair,18:37,5.0,5,de,Pilgrim Airlines,Pratt Whitney,3.0,Waterford,52.2583,-7.119,1970-02-10 18:37:00,1970-02-10 18:00:00,4.6,70.0,-0.3,9.0,11.7,326.0,999.5,0.0,0.0,0.0,0.0,0.0,
1970-05-26,Damaged beyond repair,,6.0,6,de,Aero Servicios,,17.0,Tegucigalpa,14.1057,-87.204,1970-05-26 12:00:00,1970-05-26 12:00:00,20.5,95.0,19.8,100.0,4.2,20.0,910.5,0.1,0.1,0.0,0.0,0.0,
1970-07-12,Damaged beyond repair,,12.0,0,Bristol,AER,,,Buenos Aires,-34.6036,-58.3814,1970-07-12 12:00:00,1970-07-12 12:00:00,5.7,85.0,3.3,84.0,9.4,40.0,1025.8,0.0,0.0,0.0,0.0,0.0,
1969-07-09,Damaged beyond repair,,75.0,0,Sud,Thai Airways International,,,Bangkok,13.7525,100.4942,1969-07-09 12:00:00,1969-07-09 12:00:00,27.1,83.0,23.9,79.0,14.8,203.0,1006.6,0.8,0.8,0.0,0.0,0.0,
1969-11-13,Damaged beyond repair,,9.0,9,Antonov,Aeroflot,,4.0,Amderma,69.7631,61.6678,1969-11-13 12:00:00,1969-11-13 12:00:00,-3.0,87.0,-4.9,96.0,37.7,205.0,1011.1,0.0,0.0,0.0,0.0,0.12,
1969-12-06,Damaged beyond repair,,8.0,8,Antonov,Aeroflot,,4.0,Khatanga,71.9797,102.4728,1969-12-06 12:00:00,1969-12-06 12:00:00,-8.3,87.0,-10.1,100.0,32.3,262.0,1013.0,0.0,0.0,0.0,0.0,0.35,
1968-08-10,Destroyed,8:57,37.0,35,Fairchild,Piedmont Airlines,Rolls-Royce,1.0,Charleston,32.8168,-79.9687,1968-08-10 08:57:00,1968-08-10 08:00:00,26.5,90.0,24.8,11.0,16.1,209.0,1016.1,0.0,0.0,0.0,0.0,0.0,
1968-11-23,Damaged beyond repair,19:59,9.0,9,de,Cable Commuter,Pratt Whitney,,Santa Ana,33.7367,-117.8819,1968-11-23 19:59:00,1968-11-23 19:00:00,20.1,62.0,12.6,11.0,0.4,270.0,1014.5,0.0,0.0,0.0,0.0,0.0,
1968-12-24,Destroyed,20:12,47.0,20,Convair,Allegheny Airlines,Allison,11.0,Bradford,53.8,-1.75,1968-12-24 20:12:00,1968-12-24 20:00:00,1.6,88.0,-0.3,100.0,1.1,270.0,1005.0,0.2,0.1,0.0,0.07,0.0,
1967-10-25,Damaged beyond repair,11:08,4.0,0,Learjet,Executive Jet Sales,,,Muskegon,43.2281,-86.2562,1967-10-25 11:08:00,1967-10-25 11:00:00,5.5,89.0,3.8,100.0,28.5,260.0,981.8,0.6,0.6,0.0,0.0,0.0,
1966-03-04,Damaged beyond repair,20:15,72.0,64,Douglas,Canadian Pacific,Rolls-Royce,1.0,Tokyo,35.687,139.7495,1966-03-04 20:15:00,1966-03-04 20:00:00,14.4,95.0,13.6,44.0,9.7,301.0,993.0,0.0,0.0,0.0,0.0,0.0,
1965-09-20,Damaged beyond repair,0:40,3.0,0,Lockheed,American Flyers,,10.0,Ardmore,34.1949,-97.1256,1965-09-20 00:40:00,1965-09-20 00:00:00,27.1,72.0,21.6,66.0,9.4,133.0,981.5,1.9,1.9,0.0,0.0,0.0,
1965-10-27,Destroyed,01:23 UTC,36.0,36,Vickers,BEA,Rolls-Royce,,London,51.5072,-0.1275,1965-10-27 12:00:00,1965-10-27 12:00:00,15.4,80.0,12.0,100.0,22.7,228.0,1013.2,0.0,0.0,0.0,0.0,0.0,
1965-11-08,Destroyed,19:02,62.0,58,Boeing,American Airlines,Pratt Whitney,,Cincinnati,39.1413,-84.506,1965-11-08 19:02:00,1965-11-08 19:00:00,17.9,68.0,12.0,62.0,17.9,242.0,988.9,0.0,0.0,0.0,0.0,0.0,
1964-02-23,Damaged beyond repair,17:20 UTC,53.0,0,Vickers,UAA,,9.0,Beirut,33.8981,35.5058,1964-02-23 12:00:00,1964-02-23 12:00:00,13.5,86.0,11.2,87.0,16.2,217.0,1008.8,2.1,2.1,0.0,0.0,0.0,
1964-03-08,Damaged beyond repair,23:56,30.0,1,Douglas,Hansen Air Activities,Pratt Whitney,22.0,Chicago,41.8375,-87.6866,1964-03-08 23:56:00,1964-03-08 23:00:00,3.8,89.0,2.2,100.0,16.3,43.0,985.8,0.5,0.5,0.0,0.0,0.02,
1964-03-10,Damaged beyond repair,8:22,3.0,3,Douglas,Slick Airways,Pratt Whitney,20.0,Boston,42.3188,-71.0852,1964-03-10 08:22:00,1964-03-10 08:00:00,2.6,98.0,2.3,100.0,19.4,31.0,1003.4,0.9,0.9,0.0,0.0,0.01,
1964-04-17,Damaged beyond repair,19:32 UTC,49.0,49,Sud,MEA,,,Dhahran,26.2667,50.15,1964-04-17 12:00:00,1964-04-17 12:00:00,33.9,28.0,12.8,64.0,14.5,161.0,999.2,0.1,0.1,0.0,0.0,0.0,
1964-11-15,Damaged beyond repair,20:25,29.0,29,Fairchild,Bonanza Air Lines,,6.0,Las Vegas,36.2333,-115.2654,1964-11-15 20:25:00,1964-11-15 20:00:00,6.4,23.0,-13.3,100.0,20.1,27.0,929.7,0.0,0.0,0.0,0.0,0.0,
1963-01-29,Damaged beyond repair,22:44,8.0,8,Vickers,Continental Air Lines,,5.0,Kansas City,39.1238,-94.5541,1963-01-29 22:44:00,1963-01-29 22:00:00,-4.9,69.0,-9.8,96.0,15.7,344.0,997.8,0.0,0.0,0.0,0.0,0.07,
1963-03-05,Damaged beyond repair,19:34,54.0,12,Ilyushin,Aeroflot,Ivchenko,2.0,Ashgabat,37.9375,58.38,1963-03-05 19:34:00,1963-03-05 19:00:00,11.1,69.0,5.6,90.0,17.1,292.0,974.5,0.0,0.0,0.0,0.0,0.0,
1963-08-12,Damaged beyond repair,14:19,16.0,16,Vickers,Air Inter,,9.0,Lyon,45.76,4.84,1963-08-12 14:19:00,1963-08-12 14:00:00,20.4,88.0,18.4,99.0,7.4,43.0,992.4,3.5,3.5,0.0,0.0,0.0,
1963-11-08,Damaged beyond repair,16:59 UTC,25.0,22,Douglas,Aero OY,Pratt Whitney,20.0,Mariehamn,60.1,19.9333,1963-11-08 12:00:00,1963-11-08 12:00:00,7.0,97.0,6.5,100.0,15.0,226.0,986.0,0.0,0.0,0.0,0.0,0.0,
1963-12-08,Destroyed,20:59,81.0,81,Boeing,Pan Am,Pratt Whitney,5.0,Elkton,39.6066,-75.8209,1963-12-08 20:59:00,1963-12-08 20:00:00,11.5,66.0,5.4,46.0,15.0,134.0,1007.6,0.0,0.0,0.0,0.0,0.0,
1963-12-21,Damaged beyond repair,11:42,4.0,0,Convair,Union Oil Comp. of California,,6.0,Midland,32.0243,-102.1147,1963-12-21 11:42:00,1963-12-21 11:00:00,-1.8,83.0,-4.3,89.0,14.8,104.0,919.6,0.0,0.0,0.0,0.0,0.0,
1962-03-31,Damaged beyond repair,,6.0,0,Douglas,Netherlands AF,Pratt Whitney,17.0,Sorong,-0.8667,131.25,1962-03-31 12:00:00,1962-03-31 12:00:00,25.2,93.0,24.0,100.0,4.7,122.0,1009.5,0.0,0.0,0.0,0.0,0.0,
1962-08-06,Damaged beyond repair,17:31,72.0,0,Lockheed,American Airlines,,,Knoxville,35.9692,-83.9496,1962-08-06 17:31:00,1962-08-06 17:00:00,30.4,57.0,21.0,61.0,14.1,218.0,986.1,0.0,0.0,0.0,0.0,0.0,
1962-11-30,Damaged beyond repair,21:45,51.0,25,Douglas,Eastern Air Lines,,6.0,New York,40.6943,-73.9249,1962-11-30 21:45:00,1962-11-30 21:00:00,11.9,66.0,5.6,0.0,8.0,5.0,1024.4,0.0,0.0,0.0,0.0,0.0,
1961-02-15,Damaged beyond repair,,4.0,0,Lisunov,Aeroflot,,10.0,Mezen,65.8439,44.2464,1961-02-15 12:00:00,1961-02-15 12:00:00,-4.7,88.0,-6.4,100.0,12.6,178.0,994.2,0.5,0.0,0.0,0.35,0.6,
1961-03-06,Destroyed,13:37,46.0,0,Lockheed,Iberia,,7.0,Sao Paulo,-23.5504,-46.6339,1961-03-06 13:37:00,1961-03-06 13:00:00,23.2,75.0,18.5,100.0,19.1,134.0,931.6,0.2,0.2,0.0,0.0,0.0,
1961-07-10,Damaged beyond repair,10:43,94.0,1,Tupolev,Aeroflot,Mikulin,2.0,Odessa,31.8801,-102.3448,1961-07-10 10:43:00,1961-07-10 10:00:00,19.2,85.0,16.6,81.0,15.5,46.0,919.7,0.0,0.0,0.0,0.0,0.0,
1960-01-07,Destroyed,,59.0,0,Vickers,BEA,,3.0,London,51.5072,-0.1275,1960-01-07 12:00:00,1960-01-07 12:00:00,0.7,98.0,0.4,100.0,3.1,306.0,1027.2,0.0,0.0,0.0,0.0,0.0,
1960-02-26,Destroyed,16:57,33.0,32,Antonov,Aeroflot,,1.0,Lviv,49.8425,24.0322,1960-02-26 16:57:00,1960-02-26 16:00:00,-1.2,68.0,-6.3,97.0,15.4,323.0,979.5,0.0,0.0,0.0,0.0,0.01,
1960-12-26,Destroyed,19:42,17.0,17,Ilyushin,Aeroflot,,2.0,Ulyanovsk,54.3167,48.3667,1960-12-26 19:42:00,1960-12-26 19:00:00,-2.8,92.0,-3.9,100.0,11.4,167.0,1016.0,0.1,0.0,0.0,0.07,0.09,
1959-02-17,Damaged beyond repair,16:47 UTC,24.0,14,Vickers,THY,Rolls-Royce,,London,51.5072,-0.1275,1959-02-17 12:00:00,1959-02-17 12:00:00,5.6,84.0,3.1,99.0,2.9,173.0,1044.1,0.0,0.0,0.0,0.0,0.0,
1959-10-03,Damaged beyond repair,,38.0,0,Vickers,TCAL,,3.0,Toronto,43.7417,-79.3733,1959-10-03 12:00:00,1959-10-03 12:00:00,15.8,88.0,13.8,54.0,11.0,199.0,995.4,0.0,0.0,0.0,0.0,0.0,
1959-11-16,Damaged beyond repair,,40.0,40,Antonov,Aeroflot,,0.0,Lviv,49.8425,24.0322,1959-11-16 12:00:00,1959-11-16 12:00:00,0.6,72.0,-3.9,100.0,24.8,114.0,977.9,0.0,0.0,0.0,0.0,0.0,
1958-06-16,Damaged beyond repair,17:45,26.0,21,Convair,Cruzeiro do Sul,,0.0,Curitiba,-25.4297,-49.2719,1958-06-16 17:45:00,1958-06-16 17:00:00,20.9,74.0,16.0,100.0,19.3,339.0,913.1,0.0,0.0,0.0,0.0,0.0,
1956-10-03,Damaged beyond repair,7:21,10.0,3,Douglas,USAF,Pratt Whitney,,Charleston,32.8168,-79.9687,1956-10-03 07:21:00,1956-10-03 07:00:00,21.5,95.0,20.7,35.0,5.9,223.0,1015.9,0.0,0.0,0.0,0.0,0.0,
1954-01-10,Damaged beyond repair,17:50,12.0,12,Grumman,Union Producing Comp,,7.0,Shreveport,32.4653,-93.7955,1954-01-10 17:50:00,1954-01-10 17:00:00,3.9,88.0,2.1,100.0,14.8,346.0,1008.6,0.0,0.0,0.0,0.0,0.0,
1954-01-20,Damaged beyond repair,,3.0,3,Douglas,Zantop,Pratt Whitney,12.0,Kansas City,39.1238,-94.5541,1954-01-20 12:00:00,1954-01-20 12:00:00,0.4,97.0,-0.1,100.0,24.2,337.0,982.1,0.1,0.1,0.0,0.0,0.0,
1954-09-27,Destroyed,0:57,29.0,29,Ilyushin,Aeroflot,,7.0,Novosibirsk,55.05,82.95,1954-09-27 00:57:00,1954-09-27 00:00:00,8.4,98.0,8.1,12.0,12.0,46.0,997.5,0.0,0.0,0.0,0.0,0.0,
1953-01-01,Substantial,22:22 UTC,66.0,0,Douglas,KLM,,9.0,Dhahran,26.2667,50.15,1953-01-01 12:00:00,1953-01-01 12:00:00,18.0,73.0,13.1,62.0,20.4,8.0,1018.1,0.0,0.0,0.0,0.0,0.0,
1953-07-27,Damaged beyond repair,,2.0,1,Handley,RAF,,,Hong Kong,22.3,114.2,1953-07-27 12:00:00,1953-07-27 12:00:00,28.0,80.0,24.1,20.0,9.8,152.0,1008.7,0.0,0.0,0.0,0.0,0.0,
1953-12-30,Damaged beyond repair,,51.0,0,Canadair,RCAF,Rolls-Royce,,Vancouver,49.25,-123.1,1953-12-30 12:00:00,1953-12-30 12:00:00,2.5,98.0,2.3,100.0,18.4,152.0,1016.0,1.0,1.0,0.0,0.0,0.03,
1951-01-27,Damaged beyond repair,14:40,17.0,14,Savoia-Marchetti,Alitalia,,3.0,Civitavecchia,42.1,11.8,1951-01-27 14:40:00,1951-01-27 14:00:00,11.5,70.0,6.3,97.0,28.5,164.0,1000.3,0.1,0.1,0.0,0.0,0.0,
1951-02-18,Damaged beyond repair,,22.0,1,Vickers,RAF,Bristol Hercules,1.0,Stockholm,59.3275,18.0547,1951-02-18 12:00:00,1951-02-18 12:00:00,0.1,93.0,-0.9,100.0,28.8,137.0,988.4,0.8,0.0,0.0,0.56,0.23,
1951-04-28,Damaged beyond repair,19:32,11.0,11,Douglas,United Airlines,Pratt Whitney,14.0,Fort Wayne,41.0888,-85.1436,1951-04-28 19:32:00,1951-04-28 19:00:00,26.3,55.0,16.4,100.0,23.0,241.0,986.4,0.0,0.0,0.0,0.0,0.0,
1950-10-16,Damaged beyond repair,,5.0,0,Lisunov,Aeroflot,,2.0,Alma,48.55,-71.65,1950-10-16 12:00:00,1950-10-16 12:00:00,2.4,79.0,-0.8,50.0,12.0,291.0,1024.9,0.0,0.0,0.0,0.0,0.0,
1949-10-09,Damaged beyond repair,17:54,3.0,3,Curtiss,Slick Airways,Pratt Whitney,4.0,Cheyenne,41.135,-104.7902,1949-10-09 17:54:00,1949-10-09 17:00:00,2.0,90.0,0.6,100.0,28.8,171.0,805.9,0.0,0.0,0.0,0.0,,
1948-05-16,Damaged beyond repair,20:42,2.0,2,Curtiss,Slick Airways,,3.0,Columbus,39.9862,-82.9855,1948-05-16 20:42:00,1948-05-16 20:00:00,24.2,39.0,9.4,4.0,9.4,252.0,983.8,0.0,0.0,0.0,0.0,,
1948-07-01,Damaged beyond repair,12:20,12.0,8,Fiat,ALI,Pratt Whitney,0.0,Keerbergen,51.0031,4.6311,1948-07-01 12:20:00,1948-07-01 12:00:00,13.5,92.0,12.2,100.0,18.8,324.0,1011.0,0.8,0.8,0.0,0.0,,
1947-01-05,Substantial,20:30,23.0,3,Douglas,Nationwide Air Transport,Pratt Whitney,2.0,Carmel,39.965,-86.146,1947-01-05 20:30:00,1947-01-05 20:00:00,-6.3,68.0,-11.2,100.0,16.6,246.0,987.6,0.0,0.0,0.0,0.0,,
1947-05-24,Damaged beyond repair,,,0,Avro,RAF,Rolls-Royce,,Malta,42.9853,-73.7879,1947-05-24 12:00:00,1947-05-24 12:00:00,18.5,87.0,16.3,19.0,3.2,207.0,1005.9,0.0,0.0,0.0,0.0,,
1946-11-05,Damaged beyond repair,18:55,26.0,1,Lisunov,Aeroflot,,1.0,Moskva,37.6567,69.6292,1946-11-05 18:55:00,1946-11-05 18:00:00,6.4,55.0,-2.1,7.0,3.3,174.0,968.3,0.0,0.0,0.0,0.0,,
1946-12-25,Damaged beyond repair,ca 20:00,30.0,19,Douglas,CNAC,,,Shanghai,31.2286,121.4747,1946-12-25 12:00:00,1946-12-25 12:00:00,11.3,85.0,9.0,100.0,12.4,116.0,1021.8,0.0,0.0,0.0,0.0,,
1946-12-25,Damaged beyond repair,ca 22:00,36.0,31,Curtiss,CNAC,,,Shanghai,31.2286,121.4747,1946-12-25 12:00:00,1946-12-25 12:00:00,11.3,85.0,9.0,100.0,12.4,116.0,1021.8,0.0,0.0,0.0,0.0,,
1946-12-25,Damaged beyond repair,,11.0,12,Douglas,Central Air Transport,,,Shanghai,31.2286,121.4747,1946-12-25 12:00:00,1946-12-25 12:00:00,11.3,85.0,9.0,100.0,12.4,116.0,1021.8,0.0,0.0,0.0,0.0,,
1945-10-12,Damaged beyond repair,ca 11:30,59.0,59,Curtiss,USAAF,,0.0,Beijing,39.9067,116.3975,1945-10-12 12:00:00,1945-10-12 12:00:00,14.2,49.0,3.6,0.0,9.1,189.0,1012.9,0.0,0.0,0.0,0.0,,
